Make,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption (City (L/100 km),Fuel Consumption(Hwy (L/100 km)),Fuel Consumption(Comb (L/100 km)),Fuel Consumption(Comb (mpg)),CO2 Emissions(g/km),Smog Rating,AllOrFourWheelDrive,NumberOfGears,isCVT,Log Fuel Consumption(Comb (L/100 km)),Log CO2 Emissions(g/km),Log Engine Size(L),Log Fuel Consumption(Hwy (L/100 km)),Log Fuel Consumption(City (L/100 km))
Dodge,Mid-size,6.2,larger/equal to 8,A,L,17.6,10.7,14.5,19,339,1,False,8.0,False,2.6741486494265287,5.82600010738045,1.824549292051046,2.3702437414678603,2.8678989020441064
Dodge,Mid-size,6.2,larger/equal to 8,M,L,18.1,11.4,15.1,19,352,1,False,smaller/equal to 6,False,2.714694743820879,5.863631175598097,1.824549292051046,2.4336133554004498,2.89591193827178
Dodge,Mid-size,6.2,larger/equal to 8,A,L,18.6,11.3,15.3,18,359,1,False,8.0,False,2.72785282839839,5.883322388488279,1.824549292051046,2.424802725718295,2.9231615807191558
Dodge,Mid-size,6.2,larger/equal to 8,M,L,18.1,11.4,15.1,19,352,1,False,smaller/equal to 6,False,2.714694743820879,5.863631175598097,1.824549292051046,2.4336133554004498,2.89591193827178
Dodge,Small,3.6,equal to 6,A,H,12.4,7.8,10.3,27,242,5,False,8.0,False,2.33214389523559,5.488937726156687,1.2809338454620642,2.0541237336955462,2.517696472610991
Dodge,Small,5.7,larger/equal to 8,A,H,14.7,9.4,12.3,23,289,3,False,8.0,False,2.509599262378372,5.666426688112432,1.7404661748405046,2.2407096892759584,2.6878474937846906
Dodge,Small,6.4,larger/equal to 8,A,L,15.8,9.6,13.0,22,305,1,False,8.0,False,2.5649493574615367,5.720311776607412,1.8562979903656263,2.2617630984737906,2.760009940032921
Dodge,Small,3.6,equal to 6,A,H,12.8,8.7,11.0,26,258,5,True,8.0,False,2.3978952727983707,5.552959584921617,1.2809338454620642,2.163323025660538,2.5494451709255714
Dodge,Small,6.4,larger/equal to 8,A,L,15.8,9.6,13.0,22,305,1,False,8.0,False,2.5649493574615367,5.720311776607412,1.8562979903656263,2.2617630984737906,2.760009940032921
Dodge,Small,6.2,larger/equal to 8,A,L,19.0,11.5,15.6,18,368,1,False,8.0,False,2.747270914255491,5.908082938168931,1.824549292051046,2.4423470353692043,2.9444389791664403
Dodge,SUV: Standard,3.6,equal to 6,A,H,12.7,9.6,11.3,25,265,7,True,8.0,False,2.424802725718295,5.579729825986222,1.2809338454620642,2.2617630984737906,2.5416019934645457
Dodge,SUV: Standard,5.7,larger/equal to 8,A,H,16.7,10.9,14.1,20,331,5,True,8.0,False,2.6461747973841225,5.802118375377063,1.7404661748405046,2.388762789235098,2.8154087194227095
Dodge,SUV: Standard,6.4,larger/equal to 8,A,L,18.3,12.2,15.6,18,363,1,True,8.0,False,2.747270914255491,5.8944028342648505,1.8562979903656263,2.501435951739211,2.9069010598473755
FIAT,SUV: Small,1.3,smaller/equal to 5,A,H,10.0,7.9,9.1,31,221,6,True,9.0,False,2.2082744135228043,5.3981627015177525,0.26236426446749106,2.066862759472976,2.302585092994046
Ford,SUV: Small,2.3,smaller/equal to 5,AS,H,12.1,11.2,11.7,24,275,5,True,10.0,False,2.4595888418037104,5.616771097666572,0.8329091229351039,2.4159137783010487,2.4932054526026954
Ford,SUV: Small,2.3,smaller/equal to 5,M,H,12.1,11.4,11.8,24,277,5,True,7.0,False,2.468099531471619,5.6240175061873385,0.8329091229351039,2.4336133554004498,2.4932054526026954
Ford,SUV: Small,2.7,equal to 6,AS,H,12.8,11.9,12.4,23,291,6,True,10.0,False,2.517696472610991,5.673323267171493,0.9932517730102834,2.4765384001174837,2.5494451709255714
Ford,SUV: Small,2.3,smaller/equal to 5,AS,H,13.5,14.0,13.7,21,323,5,True,10.0,False,2.617395832834079,5.777652323222656,0.8329091229351039,2.6390573296152584,2.6026896854443837
Ford,SUV: Small,2.3,smaller/equal to 5,M,H,14.9,13.5,14.3,20,336,5,True,7.0,False,2.6602595372658615,5.817111159963204,0.8329091229351039,2.6026896854443837,2.7013612129514133
Ford,SUV: Small,2.7,equal to 6,AS,H,14.1,14.1,14.1,20,331,6,True,10.0,False,2.6461747973841225,5.802118375377063,0.9932517730102834,2.6461747973841225,2.6461747973841225
Ford,SUV: Small,2.3,smaller/equal to 5,AS,H,13.1,13.1,13.1,22,308,5,True,10.0,False,2.5726122302071057,5.730099782973574,0.8329091229351039,2.5726122302071057,2.5726122302071057
Ford,SUV: Small,2.3,smaller/equal to 5,M,H,13.8,12.4,13.2,21,310,5,True,7.0,False,2.580216829592325,5.736572297479192,0.8329091229351039,2.517696472610991,2.624668592163159
Ford,SUV: Small,2.3,smaller/equal to 5,AS,H,13.1,13.8,13.4,21,314,5,True,10.0,False,2.5952547069568657,5.749392985908253,0.8329091229351039,2.624668592163159,2.5726122302071057
Ford,SUV: Small,2.3,smaller/equal to 5,M,H,13.8,13.1,13.5,21,317,5,True,7.0,False,2.6026896854443837,5.75890177387728,0.8329091229351039,2.5726122302071057,2.624668592163159
Ford,SUV: Small,2.7,equal to 6,AS,H,14.1,14.1,14.1,20,331,6,True,10.0,False,2.6461747973841225,5.802118375377063,0.9932517730102834,2.6461747973841225,2.6461747973841225
Ford,SUV: Small,1.5,smaller/equal to 5,A,H,9.3,8.4,8.9,32,209,7,True,8.0,False,2.186051276738094,5.342334251964811,0.4054651081081644,2.128231705849268,2.2300144001592104
Ford,SUV: Small,2.0,smaller/equal to 5,AS,H,11.1,9.0,10.2,27,240,5,True,8.0,False,2.322387720290225,5.480638923341991,0.6931471805599453,2.1972245773362196,2.4069451083182885
Ford,SUV: Small,2.0,smaller/equal to 5,AS,H,10.4,8.0,9.3,30,219,5,True,smaller/equal to 6,False,2.2300144001592104,5.389071729816501,0.6931471805599453,2.0794415416798357,2.341805806147327
Ford,SUV: Small,2.0,smaller/equal to 5,A,H,11.5,8.4,10.1,28,238,6,True,8.0,False,2.312535423847214,5.472270673671475,0.6931471805599453,2.128231705849268,2.4423470353692043
Ford,SUV: Small,2.0,smaller/equal to 5,AS,H,11.6,8.5,10.2,28,239,6,True,8.0,False,2.322387720290225,5.476463551931511,0.6931471805599453,2.1400661634962708,2.451005098112319
Ford,SUV: Small,2.7,equal to 6,AS,H,12.6,9.3,11.2,25,262,5,True,8.0,False,2.4159137783010487,5.568344503761097,0.9932517730102834,2.2300144001592104,2.533696813957432
Ford,SUV: Small,1.5,smaller/equal to 5,A,H,8.5,6.8,7.8,36,182,7,False,8.0,False,2.0541237336955462,5.204006687076795,0.4054651081081644,1.916922612182061,2.1400661634962708
Ford,SUV: Small,1.5,smaller/equal to 5,A,H,9.0,7.6,8.4,34,198,7,True,8.0,False,2.128231705849268,5.288267030694535,0.4054651081081644,2.028148247292285,2.1972245773362196
Ford,SUV: Small,2.0,smaller/equal to 5,A,H,10.5,7.5,9.2,31,216,5,True,8.0,False,2.2192034840549946,5.375278407684165,0.6931471805599453,2.0149030205422647,2.3513752571634776
Ford,SUV: Small,2.5,smaller/equal to 5,AV,H,5.4,6.3,5.8,49,136,7,False,7.959025470653378,True,1.7578579175523736,4.912654885736052,0.9162907318741551,1.840549633397487,1.6863989535702288
Ford,SUV: Small,2.5,smaller/equal to 5,AV,H,5.5,6.4,5.9,48,139,7,True,7.959025470653378,True,1.7749523509116738,4.9344739331306915,0.9162907318741551,1.8562979903656263,1.7047480922384253
Ford,SUV: Standard,3.5,equal to 6,AS,H,14.8,10.6,12.9,22,304,6,True,10.0,False,2.5572273113676265,5.717027701406222,1.252762968495368,2.3608540011180215,2.6946271807700692
Ford,SUV: Standard,3.5,equal to 6,AS,H,15.4,11.2,13.5,21,317,6,True,10.0,False,2.6026896854443837,5.75890177387728,1.252762968495368,2.4159137783010487,2.7343675094195836
Ford,SUV: Standard,3.5,equal to 6,AS,H,14.5,12.3,13.5,21,317,6,True,10.0,False,2.6026896854443837,5.75890177387728,1.252762968495368,2.509599262378372,2.6741486494265287
Ford,SUV: Standard,3.5,equal to 6,AS,H,15.2,12.3,13.9,20,326,6,True,10.0,False,2.631888840136646,5.786897381366708,1.252762968495368,2.509599262378372,2.7212954278522306
Ford,SUV: Standard,2.3,smaller/equal to 5,A,H,11.7,8.6,10.3,27,242,6,True,10.0,False,2.33214389523559,5.488937726156687,0.8329091229351039,2.151762203259462,2.4595888418037104
Ford,SUV: Standard,2.3,smaller/equal to 5,A,H,12.0,9.0,10.7,26,252,6,True,10.0,False,2.3702437414678603,5.529429087511423,0.8329091229351039,2.1972245773362196,2.4849066497880004
Ford,SUV: Standard,2.3,smaller/equal to 5,AS,H,12.2,10.5,11.5,25,269,6,True,10.0,False,2.4423470353692043,5.594711379601839,0.8329091229351039,2.3513752571634776,2.501435951739211
Ford,SUV: Standard,2.3,smaller/equal to 5,AS,H,12.5,11.0,11.8,24,277,6,True,10.0,False,2.468099531471619,5.6240175061873385,0.8329091229351039,2.3978952727983707,2.5257286443082556
Ford,SUV: Standard,3.0,equal to 6,A,H,13.4,9.8,11.8,24,277,5,True,10.0,False,2.468099531471619,5.6240175061873385,1.0986122886681098,2.2823823856765264,2.5952547069568657
Ford,SUV: Standard,3.3,equal to 6,AS,H,10.1,9.0,9.6,29,225,6,True,10.0,False,2.2617630984737906,5.41610040220442,1.1939224684724346,2.1972245773362196,2.312535423847214
Ford,Pickup truck: Standard,2.7,equal to 6,AS,H,12.1,9.4,10.9,26,256,6,False,10.0,False,2.388762789235098,5.545177444479562,0.9932517730102834,2.2407096892759584,2.4932054526026954
Ford,Pickup truck: Standard,2.7,equal to 6,AS,H,13.5,10.1,12.0,24,282,6,False,10.0,False,2.4849066497880004,5.641907070938114,0.9932517730102834,2.312535423847214,2.6026896854443837
Ford,Pickup truck: Standard,3.3,equal to 6,AS,H,12.1,9.8,11.1,25,260,6,False,10.0,False,2.4069451083182885,5.560681631015528,1.1939224684724346,2.2823823856765264,2.4932054526026954
Ford,Pickup truck: Standard,3.3,equal to 6,AS,H,16.8,12.8,15.0,19,249,6,False,10.0,False,2.70805020110221,5.517452896464707,1.1939224684724346,2.5494451709255714,2.8213788864092133
Ford,Pickup truck: Standard,3.5,equal to 6,AS,H,13.1,9.9,11.7,24,275,6,False,10.0,False,2.4595888418037104,5.616771097666572,1.252762968495368,2.2925347571405443,2.5726122302071057
Ford,Pickup truck: Standard,3.5,equal to 6,AS,H,13.7,10.0,12.0,24,281,6,False,10.0,False,2.4849066497880004,5.638354669333745,1.252762968495368,2.302585092994046,2.617395832834079
Ford,Pickup truck: Standard,5.0,larger/equal to 8,AS,H,14.4,10.8,12.8,22,300,5,False,10.0,False,2.5494451709255714,5.703782474656201,1.6094379124341003,2.379546134130174,2.667228206581955
Ford,Pickup truck: Standard,5.0,larger/equal to 8,AS,H,20.8,14.3,17.9,16,298,5,False,10.0,False,2.884800712846709,5.697093486505405,1.6094379124341003,2.6602595372658615,3.0349529867072724
Ford,Pickup truck: Standard,5.0,larger/equal to 8,AS,H,14.7,10.6,12.9,22,302,5,False,10.0,False,2.5572273113676265,5.71042701737487,1.6094379124341003,2.3608540011180215,2.6878474937846906
Ford,Pickup truck: Standard,5.0,larger/equal to 8,AS,H,20.1,14.1,17.4,16,289,5,False,10.0,False,2.856470206220483,5.666426688112432,1.6094379124341003,2.6461747973841225,3.0007198150650303
Ford,Pickup truck: Standard,2.7,equal to 6,AS,H,12.9,10.1,11.7,24,274,6,True,10.0,False,2.4595888418037104,5.6131281063880705,0.9932517730102834,2.312535423847214,2.5572273113676265
Ford,Pickup truck: Standard,3.3,equal to 6,AS,H,12.6,10.7,11.8,24,277,6,True,10.0,False,2.468099531471619,5.6240175061873385,1.1939224684724346,2.3702437414678603,2.533696813957432
Ford,Pickup truck: Standard,3.3,equal to 6,AS,H,17.3,13.1,15.4,18,256,6,True,10.0,False,2.7343675094195836,5.545177444479562,1.1939224684724346,2.5726122302071057,2.8507065015037334
Ford,Pickup truck: Standard,3.5,equal to 6,AS,H,13.5,10.3,12.1,23,284,6,True,10.0,False,2.4932054526026954,5.648974238161206,1.252762968495368,2.33214389523559,2.6026896854443837
Ford,Pickup truck: Standard,3.5,equal to 6,AS,H,14.6,11.0,13.0,22,304,6,True,10.0,False,2.5649493574615367,5.717027701406222,1.252762968495368,2.3978952727983707,2.681021528714291
Ford,Pickup truck: Standard,5.0,larger/equal to 8,AS,H,14.7,10.8,12.9,22,304,5,True,10.0,False,2.5572273113676265,5.717027701406222,1.6094379124341003,2.379546134130174,2.6878474937846906
Ford,Pickup truck: Standard,5.0,larger/equal to 8,AS,H,21.2,14.2,18.1,16,301,5,True,10.0,False,2.89591193827178,5.707110264748875,1.6094379124341003,2.653241964607215,3.054001181677967
Ford,Pickup truck: Standard,5.0,larger/equal to 8,AS,H,15.1,10.7,13.1,22,308,5,True,10.0,False,2.5726122302071057,5.730099782973574,1.6094379124341003,2.3702437414678603,2.714694743820879
Ford,Pickup truck: Standard,5.0,larger/equal to 8,AS,H,20.7,14.2,17.8,16,295,5,True,10.0,False,2.8791984572980396,5.68697535633982,1.6094379124341003,2.653241964607215,3.0301337002713233
Ford,Pickup truck: Standard,3.5,equal to 6,AS,H,15.8,13.2,14.6,19,344,6,True,10.0,False,2.681021528714291,5.840641657373398,1.252762968495368,2.580216829592325,2.760009940032921
Ford,Pickup truck: Standard,3.5,equal to 6,AS,H,16.8,13.2,15.2,19,357,6,True,10.0,False,2.7212954278522306,5.877735781779639,1.252762968495368,2.580216829592325,2.8213788864092133
Ford,Pickup truck: Standard,3.5,equal to 6,AS,H,16.0,14.4,15.3,18,359,6,True,10.0,False,2.72785282839839,5.883322388488279,1.252762968495368,2.667228206581955,2.772588722239781
Ford,Pickup truck: Standard,3.5,equal to 6,AS,H,16.6,14.8,15.8,18,370,6,True,10.0,False,2.760009940032921,5.91350300563827,1.252762968495368,2.6946271807700692,2.8094026953624978
Ford,Pickup truck: Standard,3.5,equal to 6,AS,H,14.3,11.8,13.2,21,310,6,True,10.0,False,2.580216829592325,5.736572297479192,1.252762968495368,2.468099531471619,2.6602595372658615
Ford,Pickup truck: Standard,3.5,equal to 6,AS,H,14.7,11.7,13.3,21,313,6,True,10.0,False,2.5877640352277083,5.746203190540153,1.252762968495368,2.4595888418037104,2.6878474937846906
Ford,Pickup truck: Standard,3.5,equal to 6,AS,H,9.8,9.7,9.7,29,228,6,False,10.0,False,2.272125885509337,5.429345628954441,1.252762968495368,2.272125885509337,2.2823823856765264
Ford,Pickup truck: Standard,3.5,equal to 6,AS,H,10.3,10.0,10.2,28,238,6,True,10.0,False,2.322387720290225,5.472270673671475,1.252762968495368,2.302585092994046,2.33214389523559
Ford,Smallest,3.5,equal to 6,AM,L,19.9,12.8,16.7,17,395,3,False,7.0,False,2.8154087194227095,5.978885764901122,1.252762968495368,2.5494451709255714,2.990719731730447
Ford,Small,2.0,smaller/equal to 5,A,H,10.7,8.1,9.6,29,226,5,True,8.0,False,2.2617630984737906,5.420534999272286,0.6931471805599453,2.0918640616783932,2.3702437414678603
Ford,Small,2.5,smaller/equal to 5,AV,H,5.6,7.1,6.3,45,147,6,False,7.959025470653378,True,1.840549633397487,4.990432586778736,0.9162907318741551,1.9600947840472698,1.7227665977411035
Ford,Large,2.3,smaller/equal to 5,A,H,11.0,7.4,9.3,30,220,5,False,10.0,False,2.2300144001592104,5.393627546352362,0.8329091229351039,2.0014800002101243,2.3978952727983707
Ford,Large,2.3,smaller/equal to 5,AS,H,11.4,7.9,9.8,29,231,5,False,10.0,False,2.2823823856765264,5.442417710521793,0.8329091229351039,2.066862759472976,2.4336133554004498
Ford,Large,2.3,smaller/equal to 5,AS,H,11.7,8.6,10.3,27,242,5,False,10.0,False,2.33214389523559,5.488937726156687,0.8329091229351039,2.151762203259462,2.4595888418037104
Ford,Large,2.3,smaller/equal to 5,M,H,11.5,8.2,10.0,28,236,5,False,smaller/equal to 6,False,2.302585092994046,5.4638318050256105,0.8329091229351039,2.1041341542702074,2.4423470353692043
Ford,Large,2.3,smaller/equal to 5,M,H,11.9,8.7,10.5,27,246,5,False,smaller/equal to 6,False,2.3513752571634776,5.5053315359323625,0.8329091229351039,2.163323025660538,2.4765384001174837
Ford,Large,5.0,larger/equal to 8,AS,H,15.2,9.7,12.7,22,298,3,False,10.0,False,2.5416019934645457,5.697093486505405,1.6094379124341003,2.272125885509337,2.7212954278522306
Ford,Large,5.0,larger/equal to 8,M,H,16.1,10.1,13.4,21,314,3,False,smaller/equal to 6,False,2.5952547069568657,5.749392985908253,1.6094379124341003,2.312535423847214,2.7788192719904172
Ford,Large,2.3,smaller/equal to 5,A,H,11.7,8.1,10.1,28,237,5,False,10.0,False,2.312535423847214,5.4680601411351315,0.8329091229351039,2.0918640616783932,2.4595888418037104
Ford,Large,2.3,smaller/equal to 5,AS,H,12.0,8.5,10.4,27,244,5,False,10.0,False,2.341805806147327,5.497168225293202,0.8329091229351039,2.1400661634962708,2.4849066497880004
Ford,Large,2.3,smaller/equal to 5,AS,H,12.1,8.9,10.7,26,252,5,False,10.0,False,2.3702437414678603,5.529429087511423,0.8329091229351039,2.186051276738094,2.4932054526026954
Ford,Large,2.3,smaller/equal to 5,M,H,11.8,8.6,10.4,27,244,5,False,smaller/equal to 6,False,2.341805806147327,5.497168225293202,0.8329091229351039,2.151762203259462,2.468099531471619
Ford,Large,2.3,smaller/equal to 5,M,H,12.3,9.2,10.9,26,256,5,False,smaller/equal to 6,False,2.388762789235098,5.545177444479562,0.8329091229351039,2.2192034840549946,2.509599262378372
Ford,Large,5.0,larger/equal to 8,AS,H,15.8,10.4,13.4,21,314,3,False,10.0,False,2.5952547069568657,5.749392985908253,1.6094379124341003,2.341805806147327,2.760009940032921
Ford,Large,5.0,larger/equal to 8,AS,H,15.2,10.1,12.9,22,302,3,False,10.0,False,2.5572273113676265,5.71042701737487,1.6094379124341003,2.312535423847214,2.7212954278522306
Ford,Large,5.0,larger/equal to 8,M,H,17.1,11.2,14.5,19,339,3,False,smaller/equal to 6,False,2.6741486494265287,5.82600010738045,1.6094379124341003,2.4159137783010487,2.8390784635086144
Ford,Pickup truck: Standard,2.3,smaller/equal to 5,AS,H,11.9,9.7,10.9,26,256,6,True,10.0,False,2.388762789235098,5.545177444479562,0.8329091229351039,2.272125885509337,2.4765384001174837
Ford,Pickup truck: Standard,2.3,smaller/equal to 5,AS,H,12.4,9.7,11.2,25,262,6,True,10.0,False,2.4159137783010487,5.568344503761097,0.8329091229351039,2.272125885509337,2.517696472610991
Ford,Pickup truck: Standard,2.3,smaller/equal to 5,AS,H,12.4,12.3,12.4,23,291,3,True,10.0,False,2.517696472610991,5.673323267171493,0.8329091229351039,2.509599262378372,2.517696472610991
Ford,Large,5.2,larger/equal to 8,AM,L,19.9,12.7,16.7,17,392,3,False,7.0,False,2.8154087194227095,5.971261839790462,1.6486586255873816,2.5416019934645457,2.990719731730447
Ford,Small,2.0,smaller/equal to 5,AS,H,9.8,8.9,9.4,30,221,6,False,8.0,False,2.2407096892759584,5.3981627015177525,0.6931471805599453,2.186051276738094,2.2823823856765264
Ford,Small,2.0,smaller/equal to 5,AS,H,9.8,8.9,9.4,30,221,5,False,8.0,False,2.2407096892759584,5.3981627015177525,0.6931471805599453,2.186051276738094,2.2823823856765264
Ford,Small,2.0,smaller/equal to 5,AS,H,13.3,11.9,12.7,22,211,5,False,8.0,False,2.5416019934645457,5.351858133476067,0.6931471805599453,2.4765384001174837,2.5877640352277083
Ford,Small,2.5,smaller/equal to 5,AS,H,12.0,8.9,10.6,27,249,5,False,smaller/equal to 6,False,2.3608540011180215,5.517452896464707,0.9162907318741551,2.186051276738094,2.4849066497880004
Ford,Small,2.0,smaller/equal to 5,AS,H,10.0,8.3,9.2,31,216,6,False,8.0,False,2.2192034840549946,5.375278407684165,0.6931471805599453,2.1162555148025524,2.302585092994046
Ford,Small,2.0,smaller/equal to 5,AS,H,10.0,8.3,9.2,31,216,5,False,8.0,False,2.2192034840549946,5.375278407684165,0.6931471805599453,2.1162555148025524,2.302585092994046
Ford,Small,2.0,smaller/equal to 5,AS,H,14.7,11.3,13.2,21,219,5,False,8.0,False,2.580216829592325,5.389071729816501,0.6931471805599453,2.424802725718295,2.6878474937846906
Ford,Small,2.5,smaller/equal to 5,AS,H,12.1,9.0,10.6,27,249,5,False,smaller/equal to 6,False,2.3608540011180215,5.517452896464707,0.9162907318741551,2.1972245773362196,2.4932054526026954
Genesis,Large,3.3,equal to 6,AS,L,13.5,9.1,11.5,25,273,3,True,8.0,False,2.4423470353692043,5.60947179518496,1.1939224684724346,2.2082744135228043,2.6026896854443837
Genesis,Small,2.5,smaller/equal to 5,AS,L,10.8,7.9,9.5,30,225,5,True,8.0,False,2.2512917986064953,5.41610040220442,0.9162907318741551,2.066862759472976,2.379546134130174
Genesis,Small,3.5,equal to 6,AS,L,14.8,9.9,12.6,22,298,5,True,8.0,False,2.533696813957432,5.697093486505405,1.252762968495368,2.2925347571405443,2.6946271807700692
Genesis,Small,5.0,larger/equal to 8,AS,L,15.0,10.1,12.8,22,303,5,True,8.0,False,2.5494451709255714,5.713732805509369,1.6094379124341003,2.312535423847214,2.70805020110221
Genesis,SUV: Small,2.5,smaller/equal to 5,AS,L,10.7,8.4,9.7,29,229,5,True,8.0,False,2.272125885509337,5.43372200355424,0.9162907318741551,2.128231705849268,2.3702437414678603
Genesis,SUV: Small,3.5,equal to 6,AS,L,12.9,10.0,11.6,24,275,5,True,8.0,False,2.451005098112319,5.616771097666572,1.252762968495368,2.302585092994046,2.5572273113676265
Genesis,SUV: Standard,2.5,smaller/equal to 5,AS,L,11.3,9.5,10.5,27,248,5,True,8.0,False,2.3513752571634776,5.5134287461649825,0.9162907318741551,2.2512917986064953,2.424802725718295
Genesis,SUV: Standard,3.5,equal to 6,AS,L,12.9,10.4,11.8,24,279,5,True,8.0,False,2.468099531471619,5.631211781821365,1.252762968495368,2.341805806147327,2.5572273113676265
GMC,SUV: Standard,2.0,smaller/equal to 5,A,H,10.6,8.0,9.4,30,221,7,False,9.0,False,2.2407096892759584,5.3981627015177525,0.6931471805599453,2.0794415416798357,2.3608540011180215
GMC,SUV: Standard,3.6,equal to 6,A,H,12.3,8.8,10.7,26,252,6,False,9.0,False,2.3702437414678603,5.529429087511423,1.2809338454620642,2.174751721484161,2.509599262378372
GMC,SUV: Standard,2.0,smaller/equal to 5,A,H,10.8,8.7,9.9,29,232,7,True,9.0,False,2.2925347571405443,5.44673737166631,0.6931471805599453,2.163323025660538,2.379546134130174
GMC,SUV: Standard,3.6,equal to 6,A,H,12.6,9.2,11.0,26,259,6,True,9.0,False,2.3978952727983707,5.556828061699537,1.2809338454620642,2.2192034840549946,2.533696813957432
GMC,Small,2.5,smaller/equal to 5,A,H,12.2,9.4,10.9,26,257,6,False,smaller/equal to 6,False,2.388762789235098,5.54907608489522,0.9162907318741551,2.2407096892759584,2.501435951739211
GMC,Small,2.8,smaller/equal to 5,A,L,11.8,7.9,10.1,28,270,3,False,smaller/equal to 6,False,2.312535423847214,5.598421958998375,1.0296194171811581,2.066862759472976,2.468099531471619
GMC,Small,3.6,equal to 6,A,H,12.9,9.3,11.3,25,263,6,False,8.0,False,2.424802725718295,5.572154032177765,1.2809338454620642,2.2300144001592104,2.5572273113676265
GMC,Small,2.5,smaller/equal to 5,A,H,12.6,9.9,11.4,25,267,6,True,smaller/equal to 6,False,2.4336133554004498,5.58724865840025,0.9162907318741551,2.2925347571405443,2.533696813957432
GMC,Small,2.8,smaller/equal to 5,A,L,12.2,8.4,10.5,27,283,3,True,smaller/equal to 6,False,2.3513752571634776,5.645446897643238,1.0296194171811581,2.128231705849268,2.501435951739211
GMC,Small,3.6,equal to 6,A,H,14.0,9.9,12.1,23,283,6,True,8.0,False,2.4932054526026954,5.645446897643238,1.2809338454620642,2.2925347571405443,2.6390573296152584
GMC,Pickup truck: Standard,2.7,smaller/equal to 5,A,H,12.5,10.6,11.6,24,274,6,False,8.0,False,2.451005098112319,5.6131281063880705,0.9932517730102834,2.3608540011180215,2.5257286443082556
GMC,Pickup truck: Standard,3.0,equal to 6,A,L,10.2,7.8,9.1,31,245,3,False,10.0,False,2.2082744135228043,5.501258210544727,1.0986122886681098,2.0541237336955462,2.322387720290225
GMC,Pickup truck: Standard,5.3,larger/equal to 8,A,H,16.2,12.3,14.5,19,341,3,False,smaller/equal to 6,False,2.6741486494265287,5.831882477283517,1.667706820558076,2.509599262378372,2.785011242238338
GMC,Pickup truck: Standard,5.3,larger/equal to 8,A,H,21.5,16.0,19.1,15,321,3,False,smaller/equal to 6,False,2.9496883350525844,5.771441123130016,1.667706820558076,2.772588722239781,3.068052935133617
GMC,Pickup truck: Standard,5.3,larger/equal to 8,A,H,15.1,11.3,13.4,21,314,6,False,8.0,False,2.5952547069568657,5.749392985908253,1.667706820558076,2.424802725718295,2.714694743820879
GMC,Pickup truck: Standard,5.3,larger/equal to 8,A,H,14.4,11.3,13.0,22,305,6,False,10.0,False,2.5649493574615367,5.720311776607412,1.667706820558076,2.424802725718295,2.667228206581955
GMC,Pickup truck: Standard,2.7,smaller/equal to 5,A,H,13.9,12.0,13.1,22,306,6,True,8.0,False,2.5726122302071057,5.723585101952381,0.9932517730102834,2.4849066497880004,2.631888840136646
GMC,Pickup truck: Standard,2.7,smaller/equal to 5,A,H,14.7,13.1,14.0,20,328,6,True,8.0,False,2.6390573296152584,5.793013608384144,0.9932517730102834,2.5726122302071057,2.6878474937846906
GMC,Pickup truck: Standard,3.0,equal to 6,A,L,10.5,9.1,9.9,29,265,3,True,10.0,False,2.2925347571405443,5.579729825986222,1.0986122886681098,2.2082744135228043,2.3513752571634776
GMC,Pickup truck: Standard,3.0,equal to 6,A,L,11.8,10.3,11.2,25,298,3,True,10.0,False,2.4159137783010487,5.697093486505405,1.0986122886681098,2.33214389523559,2.468099531471619
GMC,Pickup truck: Standard,5.3,larger/equal to 8,A,H,16.5,12.8,14.8,19,347,3,True,smaller/equal to 6,False,2.6946271807700692,5.849324779946859,1.667706820558076,2.5494451709255714,2.803360380906535
GMC,Pickup truck: Standard,5.3,larger/equal to 8,A,H,22.0,16.4,19.5,14,326,3,True,smaller/equal to 6,False,2.970414465569701,5.786897381366708,1.667706820558076,2.797281334830153,3.091042453358316
GMC,Pickup truck: Standard,5.3,larger/equal to 8,A,H,17.4,14.7,16.2,17,380,3,True,smaller/equal to 6,False,2.785011242238338,5.940171252720432,1.667706820558076,2.6878474937846906,2.856470206220483
GMC,Pickup truck: Standard,5.3,larger/equal to 8,A,H,23.1,19.6,21.5,13,358,3,True,smaller/equal to 6,False,3.068052935133617,5.8805329864007,1.667706820558076,2.975529566236472,3.139832617527748
GMC,Pickup truck: Standard,5.3,larger/equal to 8,A,H,15.6,11.9,13.9,20,327,6,True,8.0,False,2.631888840136646,5.7899601708972535,1.667706820558076,2.4765384001174837,2.747270914255491
GMC,Pickup truck: Standard,5.3,larger/equal to 8,A,H,16.9,13.3,15.3,18,359,6,True,8.0,False,2.72785282839839,5.883322388488279,1.667706820558076,2.5877640352277083,2.8273136219290276
GMC,Pickup truck: Standard,5.3,larger/equal to 8,A,H,14.9,12.0,13.6,21,318,6,True,10.0,False,2.6100697927420065,5.762051382780177,1.667706820558076,2.4849066497880004,2.7013612129514133
GMC,Pickup truck: Standard,5.3,larger/equal to 8,A,H,16.8,12.4,14.8,19,347,6,True,10.0,False,2.6946271807700692,5.849324779946859,1.667706820558076,2.517696472610991,2.8213788864092133
GMC,Pickup truck: Standard,5.3,larger/equal to 8,A,H,15.4,12.3,14.0,20,329,6,True,10.0,False,2.6390573296152584,5.796057750765372,1.667706820558076,2.509599262378372,2.7343675094195836
