Make,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption (City (L/100 km),Fuel Consumption(Hwy (L/100 km)),Fuel Consumption(Comb (L/100 km)),Fuel Consumption(Comb (mpg)),CO2 Emissions(g/km),Smog Rating,AllOrFourWheelDrive,NumberOfGears,isCVT,Log Fuel Consumption(Comb (L/100 km)),Log CO2 Emissions(g/km),Log Engine Size(L),Log Fuel Consumption(Hwy (L/100 km)),Log Fuel Consumption(City (L/100 km))
Kia,Large,1.6,smaller/equal to 5,M,H,7.7,6.1,7.0,40,166,3,False,smaller/equal to 6,False,1.9459101490553132,5.111987788356544,0.47000362924573563,1.8082887711792655,2.0412203288596382
Kia,SUV: Small,2.0,smaller/equal to 5,AV,H,8.2,7.1,7.7,37,182,5,False,8.0,True,2.0412203288596382,5.204006687076795,0.6931471805599453,1.9600947840472698,2.1041341542702074
Kia,SUV: Small,1.6,smaller/equal to 5,AM,H,9.4,7.9,8.7,32,205,5,True,7.0,False,2.163323025660538,5.3230099791384085,0.47000362924573563,2.066862759472976,2.2407096892759584
Kia,SUV: Small,2.0,smaller/equal to 5,AV,H,8.8,7.6,8.2,34,195,5,True,8.0,True,2.1041341542702074,5.272999558563747,0.6931471805599453,2.028148247292285,2.174751721484161
Kia,SUV: Small,2.5,smaller/equal to 5,AM,H,10.9,8.7,9.9,29,234,5,True,8.0,False,2.2925347571405443,5.455321115357702,0.9162907318741551,2.163323025660538,2.388762789235098
Kia,SUV: Small,2.5,smaller/equal to 5,AS,H,10.1,9.2,9.7,29,227,5,True,8.0,False,2.272125885509337,5.424950017481403,0.9162907318741551,2.2192034840549946,2.312535423847214
Kia,SUV: Small,1.6,smaller/equal to 5,AM,H,6.4,7.0,6.6,43,157,7,True,smaller/equal to 6,False,1.8870696490323797,5.056245805348308,0.47000362924573563,1.9459101490553132,1.8562979903656263
Kia,Small,2.0,smaller/equal to 5,AV,H,8.5,7.0,7.9,36,187,7,False,7.959025470653378,True,2.066862759472976,5.231108616854587,0.6931471805599453,1.9459101490553132,2.1400661634962708
Kia,SUV: Small,2.4,smaller/equal to 5,AS,H,10.1,7.6,9.0,31,214,5,False,smaller/equal to 6,False,2.1972245773362196,5.365976015021851,0.8754687373538999,2.028148247292285,2.312535423847214
Kia,SUV: Small,2.0,smaller/equal to 5,AS,H,12.1,9.6,11.0,26,261,5,True,smaller/equal to 6,False,2.3978952727983707,5.564520407322694,0.6931471805599453,2.2617630984737906,2.4932054526026954
Kia,SUV: Small,2.4,smaller/equal to 5,AS,H,10.8,9.1,10.0,28,238,5,True,smaller/equal to 6,False,2.302585092994046,5.472270673671475,0.8754687373538999,2.2082744135228043,2.379546134130174
Kia,Mid-size,3.3,equal to 6,AS,L,13.7,9.6,11.9,24,280,3,True,8.0,False,2.4765384001174837,5.634789603169249,1.1939224684724346,2.2617630984737906,2.617395832834079
Kia,SUV: Small,3.8,equal to 6,AS,H,12.7,9.7,11.3,25,266,5,True,8.0,False,2.424802725718295,5.583496308781699,1.33500106673234,2.272125885509337,2.5416019934645457
Lamborghini,Smallest,6.5,larger/equal to 8,AM,L,26.5,14.6,21.2,13,489,1,False,7.0,False,3.054001181677967,6.192362489474872,1.8718021769015913,2.681021528714291,3.2771447329921766
Lamborghini,Smallest,6.5,larger/equal to 8,AM,L,26.8,15.1,21.5,13,498,1,False,7.0,False,3.068052935133617,6.210600077024653,1.8718021769015913,2.714694743820879,3.288401887516811
Lamborghini,Smallest,6.5,larger/equal to 8,AM,L,26.8,15.1,21.5,13,498,1,False,7.0,False,3.068052935133617,6.210600077024653,1.8718021769015913,2.714694743820879,3.288401887516811
Lamborghini,Smallest,5.2,larger/equal to 8,AM,L,18.0,12.9,15.7,18,371,1,False,7.0,False,2.7536607123542622,5.916202062607435,1.6486586255873816,2.5572273113676265,2.8903717578961645
Lamborghini,Smallest,5.2,larger/equal to 8,AM,L,18.0,12.9,15.7,18,370,1,True,7.0,False,2.7536607123542622,5.91350300563827,1.6486586255873816,2.5572273113676265,2.8903717578961645
Lamborghini,Smallest,5.2,larger/equal to 8,AM,L,18.0,12.9,15.7,18,371,1,False,7.0,False,2.7536607123542622,5.916202062607435,1.6486586255873816,2.5572273113676265,2.8903717578961645
Lamborghini,Smallest,5.2,larger/equal to 8,AM,L,18.0,12.9,15.7,18,370,1,True,7.0,False,2.7536607123542622,5.91350300563827,1.6486586255873816,2.5572273113676265,2.8903717578961645
Lamborghini,SUV: Standard,4.0,larger/equal to 8,AS,L,19.2,14.1,16.9,17,384,3,False,8.0,False,2.8273136219290276,5.950642552587727,1.3862943611198906,2.6461747973841225,2.954910279033736
Land Rover,SUV: Standard,2.0,smaller/equal to 5,AS,L,13.2,11.3,12.3,23,289,7,False,8.0,False,2.509599262378372,5.666426688112432,0.6931471805599453,2.424802725718295,2.580216829592325
Land Rover,SUV: Standard,3.0,equal to 6,AS,L,13.5,10.8,12.3,23,287,7,False,8.0,False,2.509599262378372,5.659482215759621,1.0986122886681098,2.379546134130174,2.6026896854443837
Land Rover,SUV: Standard,5.0,larger/equal to 8,AS,L,15.8,12.4,14.3,20,339,3,False,8.0,False,2.6602595372658615,5.82600010738045,1.6094379124341003,2.517696472610991,2.760009940032921
Land Rover,SUV: Standard,2.0,smaller/equal to 5,AS,L,14.2,11.7,13.0,22,306,7,False,8.0,False,2.5649493574615367,5.723585101952381,0.6931471805599453,2.4595888418037104,2.653241964607215
Land Rover,SUV: Standard,3.0,equal to 6,AS,L,13.5,10.8,12.3,23,287,7,False,8.0,False,2.509599262378372,5.659482215759621,1.0986122886681098,2.379546134130174,2.6026896854443837
Land Rover,SUV: Standard,5.0,larger/equal to 8,AS,L,16.4,12.7,14.7,19,350,3,False,8.0,False,2.6878474937846906,5.857933154483459,1.6094379124341003,2.5416019934645457,2.797281334830153
Land Rover,SUV: Standard,2.0,smaller/equal to 5,AS,L,12.2,10.6,11.5,25,271,7,False,8.0,False,2.4423470353692043,5.602118820879701,0.6931471805599453,2.3608540011180215,2.501435951739211
Land Rover,SUV: Standard,3.0,equal to 6,AS,L,12.8,9.8,11.4,25,270,7,False,8.0,False,2.4336133554004498,5.598421958998375,1.0986122886681098,2.2823823856765264,2.5494451709255714
Land Rover,SUV: Standard,3.0,equal to 6,AS,L,13.3,10.2,11.9,24,279,7,False,8.0,False,2.4765384001174837,5.631211781821365,1.0986122886681098,2.322387720290225,2.5877640352277083
Land Rover,SUV: Standard,3.0,equal to 6,AS,L,13.3,10.2,11.9,24,279,7,False,8.0,False,2.4765384001174837,5.631211781821365,1.0986122886681098,2.322387720290225,2.5877640352277083
Land Rover,SUV: Standard,5.0,larger/equal to 8,AS,L,14.4,11.3,13.0,22,305,3,False,8.0,False,2.5649493574615367,5.720311776607412,1.6094379124341003,2.424802725718295,2.667228206581955
Land Rover,SUV: Standard,5.0,larger/equal to 8,AS,L,14.4,11.3,13.0,22,305,3,False,8.0,False,2.5649493574615367,5.720311776607412,1.6094379124341003,2.424802725718295,2.667228206581955
Land Rover,SUV: Standard,5.0,larger/equal to 8,AS,L,17.1,12.6,15.1,19,354,3,False,8.0,False,2.714694743820879,5.869296913133774,1.6094379124341003,2.533696813957432,2.8390784635086144
Land Rover,SUV: Standard,5.0,larger/equal to 8,AS,L,17.9,12.7,15.5,18,365,3,False,8.0,False,2.740840023925201,5.8998973535824915,1.6094379124341003,2.5416019934645457,2.884800712846709
Land Rover,SUV: Standard,3.0,equal to 6,AS,L,12.7,9.9,11.4,25,269,7,False,8.0,False,2.4336133554004498,5.594711379601839,1.0986122886681098,2.2925347571405443,2.5416019934645457
Land Rover,SUV: Standard,3.0,equal to 6,AS,L,12.7,9.9,11.4,25,269,7,False,8.0,False,2.4336133554004498,5.594711379601839,1.0986122886681098,2.2925347571405443,2.5416019934645457
Land Rover,SUV: Standard,5.0,larger/equal to 8,AS,L,14.1,10.7,12.6,22,294,3,False,8.0,False,2.533696813957432,5.683579767338681,1.6094379124341003,2.3702437414678603,2.6461747973841225
Land Rover,SUV: Standard,5.0,larger/equal to 8,AS,L,16.2,12.0,14.3,20,336,3,False,8.0,False,2.6602595372658615,5.817111159963204,1.6094379124341003,2.4849066497880004,2.785011242238338
Lexus,Mid-size,2.5,smaller/equal to 5,AS,H,9.5,7.0,8.4,34,195,6,True,8.0,False,2.128231705849268,5.272999558563747,0.9162907318741551,1.9459101490553132,2.2512917986064953
Lexus,Mid-size,2.5,smaller/equal to 5,AV,H,5.5,5.2,5.3,53,124,7,False,smaller/equal to 6,True,1.667706820558076,4.820281565605037,0.9162907318741551,1.6486586255873816,1.7047480922384253
Lexus,Mid-size,3.5,equal to 6,AS,H,10.7,7.3,9.2,31,214,5,False,8.0,False,2.2192034840549946,5.365976015021851,1.252762968495368,1.9878743481543455,2.3702437414678603
Lexus,Mid-size,3.5,equal to 6,AS,H,10.9,7.5,9.4,30,219,5,False,8.0,False,2.2407096892759584,5.389071729816501,1.252762968495368,2.0149030205422647,2.388762789235098
Lexus,SUV: Standard,4.6,larger/equal to 8,AS,L,16.2,12.3,14.5,19,337,3,False,smaller/equal to 6,False,2.6741486494265287,5.820082930352362,1.5260563034950492,2.509599262378372,2.785011242238338
Lexus,Large,2.0,smaller/equal to 5,AS,L,11.0,7.6,9.5,30,221,5,False,smaller/equal to 6,False,2.2512917986064953,5.3981627015177525,0.6931471805599453,2.028148247292285,2.3978952727983707
Lexus,Large,3.5,equal to 6,AS,L,12.2,9.0,10.8,26,253,5,True,smaller/equal to 6,False,2.379546134130174,5.53338948872752,1.252762968495368,2.1972245773362196,2.501435951739211
Lexus,Large,3.5,equal to 6,AS,L,12.2,9.0,10.8,26,253,5,True,smaller/equal to 6,False,2.379546134130174,5.53338948872752,1.252762968495368,2.1972245773362196,2.501435951739211
Lexus,Large,5.0,larger/equal to 8,AS,L,14.1,9.3,11.9,24,280,5,False,8.0,False,2.4765384001174837,5.634789603169249,1.6094379124341003,2.2300144001592104,2.6461747973841225
Lexus,Large,5.0,larger/equal to 8,AS,L,15.1,9.6,12.6,22,294,5,False,10.0,False,2.533696813957432,5.683579767338681,1.6094379124341003,2.2617630984737906,2.714694743820879
Lexus,Smallest,5.0,larger/equal to 8,AS,L,16.0,9.5,13.0,22,304,5,False,10.0,False,2.5649493574615367,5.717027701406222,1.6094379124341003,2.2512917986064953,2.772588722239781
Lexus,Large,3.5,equal to 6,AV,L,9.0,7.1,8.1,35,189,7,False,10.0,True,2.0918640616783932,5.241747015059643,1.252762968495368,1.9600947840472698,2.1972245773362196
Lexus,Mid-size,3.4,equal to 6,AS,L,13.8,8.7,11.2,25,270,5,True,10.0,False,2.4159137783010487,5.598421958998375,1.2237754316221157,2.163323025660538,2.624668592163159
Lexus,Mid-size,3.5,equal to 6,AV,L,10.1,8.1,9.2,31,216,7,True,10.0,True,2.2192034840549946,5.375278407684165,1.252762968495368,2.0918640616783932,2.312535423847214
Lexus,SUV: Standard,3.4,equal to 6,AS,L,14.2,10.8,12.7,22,298,5,False,10.0,False,2.5416019934645457,5.697093486505405,1.2237754316221157,2.379546134130174,2.653241964607215
Lexus,SUV: Small,2.5,smaller/equal to 5,AS,H,9.4,7.4,8.4,34,198,6,True,8.0,False,2.128231705849268,5.288267030694535,0.9162907318741551,2.0014800002101243,2.2407096892759584
Lexus,SUV: Small,2.4,smaller/equal to 5,AS,L,10.5,8.3,9.5,30,221,7,True,8.0,False,2.2512917986064953,5.3981627015177525,0.8754687373538999,2.1162555148025524,2.3513752571634776
Lexus,SUV: Small,2.4,smaller/equal to 5,AS,L,10.5,8.4,9.5,30,222,7,True,8.0,False,2.2512917986064953,5.402677381872279,0.8754687373538999,2.128231705849268,2.3513752571634776
Lexus,SUV: Small,2.5,smaller/equal to 5,AV,L,5.7,6.4,6.0,47,140,7,True,smaller/equal to 6,True,1.791759469228055,4.941642422609304,0.9162907318741551,1.8562979903656263,1.7404661748405046
Lexus,Large,3.5,equal to 6,AS,L,12.2,9.0,10.8,26,253,5,True,smaller/equal to 6,False,2.379546134130174,5.53338948872752,1.252762968495368,2.1972245773362196,2.501435951739211
Lexus,Large,3.5,equal to 6,AS,L,12.2,9.0,10.8,26,253,5,True,smaller/equal to 6,False,2.379546134130174,5.53338948872752,1.252762968495368,2.1972245773362196,2.501435951739211
Lexus,Large,5.0,larger/equal to 8,AS,L,14.4,9.6,12.2,23,285,5,False,8.0,False,2.501435951739211,5.652489180268651,1.6094379124341003,2.2617630984737906,2.667228206581955
Lexus,SUV: Small,3.5,equal to 6,AS,H,12.2,9.0,10.8,26,252,5,True,8.0,False,2.379546134130174,5.529429087511423,1.252762968495368,2.1972245773362196,2.501435951739211
Lexus,SUV: Small,3.5,equal to 6,AS,H,13.1,9.4,11.1,25,268,5,True,8.0,False,2.4069451083182885,5.5909869805108565,1.252762968495368,2.2407096892759584,2.5726122302071057
Lexus,SUV: Standard,3.5,equal to 6,AV,L,7.5,8.4,7.9,36,185,7,True,smaller/equal to 6,True,2.066862759472976,5.220355825078324,1.252762968495368,2.128231705849268,2.0149030205422647
Lexus,SUV: Standard,3.5,equal to 6,AV,L,8.1,8.4,8.1,35,190,7,True,smaller/equal to 6,True,2.0918640616783932,5.247024072160486,1.252762968495368,2.128231705849268,2.0918640616783932
Lexus,Mid-size,2.0,smaller/equal to 5,AS,H,8.0,6.3,7.2,39,168,6,False,10.0,False,1.9740810260220096,5.123963979403259,0.6931471805599453,1.840549633397487,2.0794415416798357
Lexus,Large,2.0,smaller/equal to 5,AV,H,5.7,6.2,6.0,47,140,7,True,smaller/equal to 6,True,1.791759469228055,4.941642422609304,0.6931471805599453,1.824549292051046,1.7404661748405046
Lincoln,SUV: Standard,3.0,equal to 6,AS,H,13.7,9.7,11.9,24,280,5,True,10.0,False,2.4765384001174837,5.634789603169249,1.0986122886681098,2.272125885509337,2.617395832834079
Lincoln,SUV: Small,2.0,smaller/equal to 5,AS,H,11.1,8.1,9.8,29,229,5,True,8.0,False,2.2823823856765264,5.43372200355424,0.6931471805599453,2.0918640616783932,2.4069451083182885
Lincoln,SUV: Small,2.3,smaller/equal to 5,AS,H,11.2,8.3,9.9,29,232,5,True,8.0,False,2.2925347571405443,5.44673737166631,0.8329091229351039,2.1162555148025524,2.4159137783010487
Lincoln,SUV: Small,2.0,smaller/equal to 5,A,H,11.8,9.4,10.7,26,252,6,True,8.0,False,2.3702437414678603,5.529429087511423,0.6931471805599453,2.2407096892759584,2.468099531471619
Lincoln,SUV: Small,2.0,smaller/equal to 5,AS,H,11.8,9.4,10.7,26,251,6,True,8.0,False,2.3702437414678603,5.5254529391317835,0.6931471805599453,2.2407096892759584,2.468099531471619
Lincoln,SUV: Small,2.7,equal to 6,AS,H,12.6,9.3,11.2,25,262,5,True,8.0,False,2.4159137783010487,5.568344503761097,0.9932517730102834,2.2300144001592104,2.533696813957432
Lincoln,SUV: Standard,3.5,equal to 6,AS,H,15.2,10.8,13.2,21,311,6,True,10.0,False,2.580216829592325,5.739792912179234,1.252762968495368,2.379546134130174,2.7212954278522306
Maserati,Mid-size,3.0,equal to 6,A,L,13.4,9.4,11.6,24,271,3,False,8.0,False,2.451005098112319,5.602118820879701,1.0986122886681098,2.2407096892759584,2.5952547069568657
Maserati,Mid-size,3.0,equal to 6,A,L,13.4,9.4,11.6,24,271,3,False,8.0,False,2.451005098112319,5.602118820879701,1.0986122886681098,2.2407096892759584,2.5952547069568657
Maserati,Mid-size,3.0,equal to 6,A,L,14.8,9.8,12.6,22,293,3,True,8.0,False,2.533696813957432,5.680172609017068,1.0986122886681098,2.2823823856765264,2.6946271807700692
Maserati,Mid-size,3.8,larger/equal to 8,A,L,17.4,11.9,14.9,19,348,1,False,8.0,False,2.7013612129514133,5.8522024797744745,1.33500106673234,2.4765384001174837,2.856470206220483
Maserati,SUV: Standard,3.0,equal to 6,A,L,15.1,10.9,13.2,21,308,3,False,8.0,False,2.580216829592325,5.730099782973574,1.0986122886681098,2.388762789235098,2.714694743820879
Maserati,SUV: Standard,3.0,equal to 6,A,L,15.1,10.9,13.2,21,308,3,False,8.0,False,2.580216829592325,5.730099782973574,1.0986122886681098,2.388762789235098,2.714694743820879
Maserati,SUV: Standard,3.8,larger/equal to 8,A,L,17.4,12.0,15.0,19,349,1,False,8.0,False,2.70805020110221,5.855071922202427,1.33500106673234,2.4849066497880004,2.856470206220483
Maserati,SUV: Standard,3.8,larger/equal to 8,A,L,17.4,12.0,15.0,19,349,1,False,8.0,False,2.70805020110221,5.855071922202427,1.33500106673234,2.4849066497880004,2.856470206220483
Maserati,Smallest,3.0,equal to 6,AS,L,15.4,9.5,12.8,22,295,5,False,8.0,False,2.5494451709255714,5.68697535633982,1.0986122886681098,2.2512917986064953,2.7343675094195836
Maserati,Small,3.0,equal to 6,A,L,14.4,9.3,12.1,23,281,3,False,8.0,False,2.4932054526026954,5.638354669333745,1.0986122886681098,2.2300144001592104,2.667228206581955
Maserati,Small,3.0,equal to 6,A,L,14.4,9.3,12.1,23,281,3,False,8.0,False,2.4932054526026954,5.638354669333745,1.0986122886681098,2.2300144001592104,2.667228206581955
Maserati,Small,3.0,equal to 6,A,L,14.8,9.8,12.6,22,293,3,True,8.0,False,2.533696813957432,5.680172609017068,1.0986122886681098,2.2823823856765264,2.6946271807700692
Maserati,Small,3.8,larger/equal to 8,A,L,17.4,11.9,14.9,19,348,1,False,8.0,False,2.7013612129514133,5.8522024797744745,1.33500106673234,2.4765384001174837,2.856470206220483
Mazda,Large,2.0,smaller/equal to 5,AS,H,8.3,6.9,7.7,37,179,3,False,smaller/equal to 6,False,2.0412203288596382,5.187385805840755,0.6931471805599453,1.9315214116032138,2.1162555148025524
Mazda,Large,2.0,smaller/equal to 5,M,H,8.8,7.0,8.0,35,186,3,False,smaller/equal to 6,False,2.0794415416798357,5.225746673713202,0.6931471805599453,1.9459101490553132,2.174751721484161
Mazda,Large,2.0,smaller/equal to 5,AS,H,8.6,7.4,8.1,35,189,3,True,smaller/equal to 6,False,2.0918640616783932,5.241747015059643,0.6931471805599453,2.0014800002101243,2.151762203259462
Mazda,SUV: Small,2.0,smaller/equal to 5,AS,H,9.4,7.7,8.6,33,202,7,True,smaller/equal to 6,False,2.151762203259462,5.308267697401205,0.6931471805599453,2.0412203288596382,2.2407096892759584
Mazda,SUV: Small,2.5,smaller/equal to 5,AS,H,9.9,7.7,8.9,32,208,7,True,smaller/equal to 6,False,2.186051276738094,5.337538079701318,0.9162907318741551,2.0412203288596382,2.2925347571405443
Mazda,SUV: Small,2.5,smaller/equal to 5,AS,H,10.5,7.9,9.3,30,220,5,True,smaller/equal to 6,False,2.2300144001592104,5.393627546352362,0.9162907318741551,2.066862759472976,2.3513752571634776
Mazda,SUV: Small,2.5,smaller/equal to 5,AS,H,10.2,8.2,9.3,30,216,6,True,smaller/equal to 6,False,2.2300144001592104,5.375278407684165,0.9162907318741551,2.1041341542702074,2.322387720290225
Mazda,SUV: Small,2.5,smaller/equal to 5,AS,H,9.9,7.9,9.0,31,209,6,True,smaller/equal to 6,False,2.1972245773362196,5.342334251964811,0.9162907318741551,2.066862759472976,2.2925347571405443
Mazda,SUV: Small,2.5,smaller/equal to 5,AS,H,10.8,8.7,9.8,29,230,5,True,smaller/equal to 6,False,2.2823823856765264,5.438079308923196,0.9162907318741551,2.163323025660538,2.379546134130174
Mazda,SUV: Small,2.5,smaller/equal to 5,AS,H,11.6,9.0,10.4,27,243,5,True,smaller/equal to 6,False,2.341805806147327,5.493061443340548,0.9162907318741551,2.1972245773362196,2.451005098112319
Mazda,Large,2.0,smaller/equal to 5,AS,H,8.4,6.6,7.6,37,178,7,False,smaller/equal to 6,False,2.028148247292285,5.181783550292085,0.6931471805599453,1.8870696490323797,2.128231705849268
Mazda,Large,2.0,smaller/equal to 5,M,H,8.7,6.4,7.7,37,180,7,False,smaller/equal to 6,False,2.0412203288596382,5.19295685089021,0.6931471805599453,1.8562979903656263,2.163323025660538
Mazda,Large,2.5,smaller/equal to 5,AS,H,8.9,6.5,7.8,36,183,7,False,smaller/equal to 6,False,2.0541237336955462,5.209486152841421,0.9162907318741551,1.8718021769015913,2.186051276738094
Mazda,Large,2.5,smaller/equal to 5,AS,H,9.5,7.2,8.5,33,199,7,True,smaller/equal to 6,False,2.1400661634962708,5.293304824724492,0.9162907318741551,1.9740810260220096,2.2512917986064953
Mazda,Large,2.5,smaller/equal to 5,AS,H,10.1,7.3,8.8,32,207,5,True,smaller/equal to 6,False,2.174751721484161,5.332718793265369,0.9162907318741551,1.9878743481543455,2.312535423847214
Mazda,Mid-size,2.0,smaller/equal to 5,AS,H,8.6,6.7,7.7,37,181,7,False,smaller/equal to 6,False,2.0412203288596382,5.198497031265826,0.6931471805599453,1.9021075263969205,2.151762203259462
Mazda,Mid-size,2.0,smaller/equal to 5,M,H,8.7,6.6,7.8,36,181,7,False,smaller/equal to 6,False,2.0541237336955462,5.198497031265826,0.6931471805599453,1.8870696490323797,2.163323025660538
Mazda,Mid-size,2.5,smaller/equal to 5,AS,H,9.1,6.8,8.1,35,190,7,False,smaller/equal to 6,False,2.0918640616783932,5.247024072160486,0.9162907318741551,1.916922612182061,2.2082744135228043
Mazda,Mid-size,2.5,smaller/equal to 5,M,H,9.6,7.1,8.4,34,198,7,False,smaller/equal to 6,False,2.128231705849268,5.288267030694535,0.9162907318741551,1.9600947840472698,2.2617630984737906
Mazda,Mid-size,2.5,smaller/equal to 5,AS,H,9.5,7.4,8.6,33,200,7,True,smaller/equal to 6,False,2.151762203259462,5.298317366548036,0.9162907318741551,2.0014800002101243,2.2512917986064953
Mazda,Mid-size,2.5,smaller/equal to 5,AS,H,10.1,7.5,8.9,32,209,5,True,smaller/equal to 6,False,2.186051276738094,5.342334251964811,0.9162907318741551,2.0149030205422647,2.312535423847214
Mazda,Smallest,2.0,smaller/equal to 5,AS,L,9.0,6.6,7.9,36,186,3,False,smaller/equal to 6,False,2.066862759472976,5.225746673713202,0.6931471805599453,1.8870696490323797,2.1972245773362196
Mazda,Smallest,2.0,smaller/equal to 5,M,L,9.0,7.0,8.1,35,189,3,False,smaller/equal to 6,False,2.0918640616783932,5.241747015059643,0.6931471805599453,1.9459101490553132,2.1972245773362196
Mercedes-Benz,Large,2.0,smaller/equal to 5,AM,L,9.5,6.8,8.3,34,194,5,True,7.0,False,2.1162555148025524,5.267858159063328,0.6931471805599453,1.916922612182061,2.2512917986064953
Mercedes-Benz,Small,2.0,smaller/equal to 5,AM,L,10.0,7.0,8.7,32,202,5,True,7.0,False,2.163323025660538,5.308267697401205,0.6931471805599453,1.9459101490553132,2.302585092994046
Mercedes-Benz,Large,2.0,smaller/equal to 5,AM,L,10.8,7.9,9.5,30,221,5,True,7.0,False,2.2512917986064953,5.3981627015177525,0.6931471805599453,2.066862759472976,2.379546134130174
Mercedes-Benz,Small,2.0,smaller/equal to 5,AM,L,10.8,7.8,9.4,30,221,5,True,7.0,False,2.2407096892759584,5.3981627015177525,0.6931471805599453,2.0541237336955462,2.379546134130174
Mercedes-Benz,Large,3.0,equal to 6,A,L,12.7,8.7,10.9,26,256,5,True,9.0,False,2.388762789235098,5.545177444479562,1.0986122886681098,2.163323025660538,2.5416019934645457
Mercedes-Benz,Large,3.0,equal to 6,A,L,12.6,8.5,10.8,26,252,5,True,9.0,False,2.379546134130174,5.529429087511423,1.0986122886681098,2.1400661634962708,2.533696813957432
Mercedes-Benz,Large,2.0,smaller/equal to 5,AM,L,11.0,8.2,9.7,29,227,5,True,7.0,False,2.272125885509337,5.424950017481403,0.6931471805599453,2.1041341542702074,2.3978952727983707
Mercedes-Benz,Large,2.0,smaller/equal to 5,AM,L,12.0,8.5,10.4,27,243,3,True,8.0,False,2.341805806147327,5.493061443340548,0.6931471805599453,2.1400661634962708,2.4849066497880004
Mercedes-Benz,Large,3.0,equal to 6,A,L,11.6,8.8,10.3,27,241,6,True,9.0,False,2.33214389523559,5.484796933490655,1.0986122886681098,2.174751721484161,2.451005098112319
Mercedes-Benz,Mid-size,3.0,equal to 6,A,L,11.3,8.3,9.9,29,232,6,True,9.0,False,2.2925347571405443,5.44673737166631,1.0986122886681098,2.1162555148025524,2.424802725718295
Mercedes-Benz,Large,3.0,equal to 6,A,L,12.0,8.9,10.6,27,247,6,True,9.0,False,2.3608540011180215,5.5093883366279774,1.0986122886681098,2.186051276738094,2.4849066497880004
Mercedes-Benz,Large,3.0,equal to 6,A,L,11.7,8.4,10.2,28,239,6,True,9.0,False,2.322387720290225,5.476463551931511,1.0986122886681098,2.128231705849268,2.4595888418037104
Mercedes-Benz,Small,2.0,smaller/equal to 5,AM,L,11.0,8.4,9.8,29,230,5,True,8.0,False,2.2823823856765264,5.438079308923196,0.6931471805599453,2.128231705849268,2.3978952727983707
Mercedes-Benz,Small,2.0,smaller/equal to 5,AM,L,12.3,9.6,11.1,25,260,3,True,8.0,False,2.4069451083182885,5.560681631015528,0.6931471805599453,2.2617630984737906,2.509599262378372
Mercedes-Benz,Small,2.0,smaller/equal to 5,AM,L,12.7,9.4,11.2,25,262,5,True,8.0,False,2.4159137783010487,5.568344503761097,0.6931471805599453,2.2407096892759584,2.5416019934645457
Mercedes-Benz,SUV: Small,3.0,equal to 6,A,L,12.9,9.3,11.3,25,264,5,True,9.0,False,2.424802725718295,5.575949103146316,1.0986122886681098,2.2300144001592104,2.5572273113676265
Mercedes-Benz,SUV: Small,3.0,equal to 6,A,L,14.0,10.1,12.3,23,287,5,True,9.0,False,2.509599262378372,5.659482215759621,1.0986122886681098,2.312535423847214,2.6390573296152584
Mercedes-Benz,SUV: Standard,3.0,equal to 6,A,L,13.4,10.6,12.1,23,283,6,True,9.0,False,2.4932054526026954,5.645446897643238,1.0986122886681098,2.3608540011180215,2.5952547069568657
Mercedes-Benz,SUV: Standard,3.0,equal to 6,A,L,13.6,11.1,12.5,23,292,6,True,9.0,False,2.5257286443082556,5.676753802268282,1.0986122886681098,2.4069451083182885,2.6100697927420065
Mercedes-Benz,Large,3.0,equal to 6,A,L,12.3,9.4,11.0,26,258,6,True,9.0,False,2.3978952727983707,5.552959584921617,1.0986122886681098,2.2407096892759584,2.509599262378372
Mercedes-Benz,Large,2.0,smaller/equal to 5,A,L,11.0,8.0,9.6,29,224,6,True,9.0,False,2.2617630984737906,5.4116460518550396,0.6931471805599453,2.0794415416798357,2.3978952727983707
Mercedes-Benz,Large,2.0,smaller/equal to 5,A,L,10.7,7.5,9.3,30,217,6,True,9.0,False,2.2300144001592104,5.37989735354046,0.6931471805599453,2.0149030205422647,2.3702437414678603
Mercedes-Benz,Large,2.0,smaller/equal to 5,AM,L,9.8,7.0,8.6,33,200,5,True,7.0,False,2.151762203259462,5.298317366548036,0.6931471805599453,1.9459101490553132,2.2823823856765264
Mercedes-Benz,Large,3.0,equal to 6,A,L,11.1,8.2,9.8,29,229,6,True,9.0,False,2.2823823856765264,5.43372200355424,1.0986122886681098,2.1041341542702074,2.4069451083182885
Mercedes-Benz,Mid-size,2.0,smaller/equal to 5,A,L,11.2,8.2,9.8,29,229,6,True,9.0,False,2.2823823856765264,5.43372200355424,0.6931471805599453,2.1041341542702074,2.4159137783010487
Mercedes-Benz,Mid-size,3.0,equal to 6,A,L,10.5,7.9,9.3,30,218,6,True,9.0,False,2.2300144001592104,5.384495062789089,1.0986122886681098,2.066862759472976,2.3513752571634776
Mercedes-Benz,Large,3.0,equal to 6,A,L,11.2,8.4,9.9,29,233,6,True,9.0,False,2.2925347571405443,5.4510384535657,1.0986122886681098,2.128231705849268,2.4159137783010487
Mercedes-Benz,Large,3.0,equal to 6,A,L,11.0,8.0,9.6,29,225,6,True,9.0,False,2.2617630984737906,5.41610040220442,1.0986122886681098,2.0794415416798357,2.3978952727983707
